precio,m2_terreno,m2_construido,banos,medios_banos,estacionamientos,antiguedad,amen_Alberca,amen_Cocina integral,amen_Amueblado,amen_Elevador,amen_Cuartos de servicio,latitud,longitud,tipo_propiedad_departamento,tipo_propiedad_original
50000,360,348,4,1,3,11,1,1,1,0,1,21.0183982,-89.589851,0,casa
16000,90,146,2,0,0,12,0,0,0,0,0,25.70781757,-100.4610078,0,casa
22500,119,170,2,1,2,0,1,1,0,0,0,25.78195,-100.18839,0,casa
46000,420,350,4,1,3,17,1,1,0,0,1,20.6935828,-100.4481833,0,casa
130000,1050,550,3,1,4,30,0,1,0,0,1,19.3947287,-99.24730539,0,casa
24000,350,250,3,2,4,3,0,1,0,0,1,19.65561262,-99.20802064,0,casa
15000,180,125,2,1,2,15,0,0,1,0,0,21.0413728,-89.6359717,0,casa
30000,175,125,3,0,2,20,0,0,0,0,0,19.6536871,-99.2133484,0,casa
14800,120,116,2,1,2,8,1,1,0,0,0,20.67204894,-100.3308842,0,casa
7600,88,80,1,1,1,15,0,1,0,0,0,19.32060433,-99.62596102,0,casa
34500,160,270,4,2,2,7,0,0,0,0,0,21.16260603,-86.86803596,0,casa
51980,180,275,3,1,3,35,0,1,0,0,1,19.3413313,-99.2555372,0,casa
55000,674,509,6,1,2,7,1,1,0,0,1,18.9183,-98.9399,0,casa
24800,205,205,2,1,2,0,0,1,0,0,1,20.78166779,-103.4401102,0,casa
90000,730,301,2,1,2,0,0,0,0,0,0,25.46826738,-100.9544121,0,casa
40000,253,310,2,1,2,0,0,0,0,0,0,25.49295594,-100.9438043,0,casa
110000,700,700,5,1,4,6,0,0,0,0,0,19.473384,-99.2285476,0,casa
16000,144,120,3,0,1,4,0,1,0,0,0,19.27344,-103.71196,0,casa
14000,110,80,1,1,2,0,0,1,0,0,0,32.43784472,-117.0642736,0,casa
45000,200,342,4,1,2,0,0,1,0,0,1,25.53993337,-100.220617,0,casa
11000,90,90,3,1,2,4,0,1,1,0,0,25.48148732,-100.9576801,0,casa
60000,979,572,4,3,6,30,0,1,0,0,1,19.5631716,-99.2236729,0,casa
20000,150,170,3,2,2,1,1,1,1,0,0,20.6768072,-100.3350424,0,casa
14000,80,80,1,1,2,2,0,1,0,0,0,32.4506,-117.0683,0,casa
22000,120,86,1,1,2,5,1,1,1,0,1,32.4314134,-117.0726061,0,casa
20400,160,240,3,1,2,7,0,1,1,0,1,21.1270321,-101.6155702,0,casa
18000,176,107,2,1,2,3,0,0,1,0,0,31.8890331,-116.6852374,0,casa
12500,120,120,1,1,2,8,1,1,0,0,0,21.0820658,-86.8870055,0,casa
150000,647,500,4,1,5,10,0,1,0,0,1,19.4134077,-99.2940107,0,casa
32000,295,256,3,0,3,21,0,0,0,0,0,20.6232026,-103.4157882,0,casa
30000,157,205,3,1,2,3,0,0,0,0,0,16.71740474,-93.2605688,0,casa
7000,120,120,1,0,2,15,0,1,0,0,0,18.88540938,-99.19032511,0,casa
28000,337,396,2,1,2,40,0,0,0,0,0,25.45735922,-100.9869678,0,casa
13500,62,60,1,1,2,1,0,1,1,0,0,32.4506,-117.0683,0,casa
69500,400,400,4,2,2,0,0,1,0,0,0,19.3758735,-99.152306,0,casa
9000,160,88,1,1,2,0,0,1,0,0,0,21.0168202,-89.7063596,0,casa
80000,314,549,3,2,6,15,0,1,0,0,1,19.40764789,-99.2539793,0,casa
20000,135,168,2,1,2,8,0,1,0,0,0,25.7603958,-100.4306382,0,casa
15000,190,190,1,1,2,25,0,1,0,0,1,19.0085003,-98.1910724,0,casa
47000,331,369,4,1,2,4,1,1,0,0,1,25.55582157,-100.2289767,0,casa
196000,1800,1200,5,1,6,12,1,1,0,0,1,19.400013,-99.2949836,0,casa
16000,102,126,2,1,2,1,1,1,0,0,1,20.548697,-103.4876797,0,casa
16000,160,200,3,1,2,4,1,1,0,0,0,19.05245556,-96.06112194,0,casa
20000,363,264,2,0,1,15,0,0,0,0,0,21.00357315,-89.62336672,0,casa
60000,140,230,4,1,2,35,0,1,0,0,1,19.359546,-98.993123,0,casa
48000,800,800,7,1,0,10,1,1,1,0,1,16.74827,-99.73771,0,casa
61500,500,300,3,1,4,26,0,1,1,0,1,19.4216623,-99.24787316,0,casa
15750,169,115,2,1,2,0,1,1,1,0,0,21.1720973,-101.7346551,0,casa
17500,150,150,1,1,0,10,0,1,1,0,0,25.53122956,-100.9424801,0,casa
200001,700,800,3,2,4,35,0,1,0,0,0,19.3902865,-99.250604,0,casa
125000,600,480,4,0,0,10,0,0,0,0,0,25.6613063,-100.37565,0,casa
35000,180,190,3,1,1,10,0,1,0,0,1,25.6865747,-100.3609528,0,casa
52000,480,360,3,2,2,0,0,1,0,0,1,19.4281555,-99.2685202,0,casa
20000,115,120,3,1,2,2,1,1,0,0,1,20.64890879,-103.4678647,0,casa
33000,160,225,2,1,4,40,0,1,0,0,0,19.5011254,-99.2403041,0,casa
18000,130,130,2,1,2,1,1,1,0,0,0,21.1489453,-86.8544939,0,casa
140000,990,483,5,2,3,2,1,1,0,0,1,25.56482492,-100.2771141,0,casa
150000,475,608,4,1,3,0,0,0,0,0,1,25.65355198,-100.4298955,0,casa
26999,250,255,3,1,2,25,0,1,0,0,1,20.6109769,-100.3846296,0,casa
27000,402,200,4,1,2,11,1,1,0,0,1,21.04321103,-89.60061681,0,casa
30350,220,280,3,0,2,0,0,1,0,0,0,25.45303522,-100.9703807,0,casa
32000,1000,350,2,1,0,15,1,1,1,0,0,22.83279,-105.77772,0,casa
180000,470,504,9,0,5,60,0,1,0,0,1,19.4358539,-99.1931465,0,casa
23500,154,250,4,1,2,3,0,1,0,0,1,18.99993469,-98.2661588,0,casa
13950,140,140,1,1,2,4,0,1,0,0,0,25.4119775,-101.0010933,0,casa
68000,350,280,2,1,3,10,0,0,0,0,0,19.34908798,-99.15303805,0,casa
81000,864,450,5,4,6,10,1,1,1,0,1,20.65319093,-87.07581675,0,casa
15300,75,75,1,0,2,10,0,1,0,0,1,32.5323199,-116.9292944,0,casa
20000,160,220,2,0,2,18,0,1,1,0,0,25.746,-100.1971,0,casa
35000,450,300,4,0,2,5,1,1,0,0,1,20.92850565,-89.68046205,0,casa
40000,400,350,3,0,4,25,0,1,0,0,1,25.44304909,-100.9893205,0,casa
22750,210,215,2,1,2,4,0,0,0,0,0,25.49316306,-100.9242222,0,casa
25700,335,200,3,1,4,30,0,1,0,0,1,18.9124766,-99.21080339,0,casa
40000,350,280,3,1,2,20,0,0,0,0,1,19.339462,-99.170536,0,casa
55000,270,323,5,0,2,30,0,0,0,0,0,19.3565739,-99.2128036,0,casa
25000,133,183,3,1,0,6,1,0,0,0,0,28.68959444,-106.1283119,0,casa
37000,210,176,3,1,2,25,0,0,0,0,1,19.42257711,-99.23006056,0,casa
13000,200,130,3,0,2,0,0,1,1,0,0,21.0028589,-89.6848025,0,casa
48000,300,326,3,1,3,0,0,1,0,0,1,20.66244459,-100.4340648,0,casa
16000,100,106,2,0,2,0,1,1,0,0,1,21.16330278,-89.68904722,0,casa
27350,185,260,4,1,2,6,0,1,0,0,0,20.5922997,-100.3917424,0,casa
19800,176,201,2,0,4,0,1,1,0,0,0,25.57275584,-103.3539002,0,casa
23000,170,115,2,1,5,0,0,1,0,0,0,32.52003167,-116.7484758,0,casa
22500,115,178,2,1,2,1,1,1,0,0,0,20.7139236,-103.4233027,0,casa
13000,200,200,2,1,3,20,0,1,0,0,1,19.2623469,-99.65222338,0,casa
17000,119,132,2,1,1,16,0,1,0,0,0,25.7679249,-100.4179943,0,casa
15500,140,106,2,1,2,0,1,1,0,0,0,20.93759114,-87.12995987,0,casa
25000,220,280,3,1,0,10,0,1,0,0,0,25.37462862,-101.0069931,0,casa
35000,185,240,3,0,2,0,1,1,0,0,0,22.88734161,-109.9335272,0,casa
75000,760,430,5,1,6,10,0,1,0,0,1,20.66058078,-100.443581,0,casa
17000,193,125,3,1,2,3,1,1,0,0,0,19.0709861,-96.0954189,0,casa
15800,128,103,2,1,2,3,0,1,0,1,1,22.1349892,-101.0218053,0,casa
34300,240,280,3,1,2,8,0,1,0,0,0,20.60249894,-100.3587257,0,casa
45000,256,322,5,1,3,2,1,1,0,0,0,18.9865212,-98.2864839,0,casa
21000,308,211,3,1,2,2,1,0,0,0,0,21.09793333,-89.532325,0,casa
32500,98,90,2,0,1,10,0,1,0,1,0,19.386451,-99.16732,0,casa
60000,162,220,2,1,3,45,0,1,0,0,0,19.3569326,-99.1895242,0,casa
33500,260,240,4,0,3,2,0,0,0,0,1,20.57974309,-103.4498945,0,casa
35000,525,525,7,0,8,0,1,1,0,0,1,31.31703666,-113.5427877,0,casa
53000,499,400,5,1,3,25,1,1,1,0,1,18.94089272,-99.19996477,0,casa
16000,300,240,2,0,1,8,0,0,0,0,1,21.02674935,-89.63551429,0,casa
58000,420,428,4,2,4,31,0,1,0,1,1,19.4145511,-99.2631913,0,casa
75000,1542,1542,4,1,4,20,0,1,1,0,1,19.28273761,-99.44972674,0,casa
24000,400,400,4,1,2,15,1,1,1,0,1,18.94317348,-99.21264471,0,casa
26000,200,90,2,0,1,3,1,1,1,0,0,23.0619785,-109.6686116,0,casa
7990,90,75,1,1,2,0,0,1,0,0,0,20.5901199,-100.2857743,0,casa
40000,500,230,2,2,2,5,1,1,1,0,1,25.47942861,-100.9752933,0,casa
24000,131,195,2,1,2,15,1,1,0,0,1,21.0267463,-89.6022624,0,casa
46000,226,367,4,1,2,0,1,1,0,0,1,25.49268,-100.19702,0,casa
17500,247,130,2,0,2,2,0,1,0,0,0,28.65611,-106.15361,0,casa
115000,400,453,4,1,2,10,0,0,0,0,1,19.4261331,-99.29457065,0,casa
39000,285,170,4,1,3,1,1,1,1,0,1,25.7580846,-100.4609916,0,casa
33000,160,236,2,1,2,3,1,1,1,0,0,20.8571353,-86.8994544,0,casa
56000,114,110,2,0,1,15,0,1,1,1,0,19.4164895,-99.1751325,0,casa
32000,120,120,3,1,2,3,1,1,1,0,0,19.38239827,-99.15978175,0,casa
23000,180,238,3,1,2,10,0,1,0,0,1,18.9954732,-98.2805052,0,casa
16000,126,126,3,0,2,2,1,1,0,0,0,20.5112085,-100.3939173,0,casa
56200,670,702,12,8,4,10,1,1,0,0,0,18.87749568,-99.18450453,0,casa
17000,105,132,2,1,0,0,0,0,0,0,0,25.755888,-100.160016,0,casa
45000,400,480,4,1,2,0,1,1,0,0,1,21.18786545,-101.7387329,0,casa
10000,225,77,1,0,1,0,0,1,0,0,0,21.0275021,-89.6481342,0,casa
32000,150,150,2,1,2,0,0,1,0,0,0,22.9006952,-109.9333866,0,casa
39550,261,261,3,1,2,15,0,0,0,0,0,18.00808596,-92.9496477,0,casa
185000,1200,600,4,2,3,5,1,1,1,0,1,25.611979,-100.3626661,0,casa
31000,200,120,2,1,2,15,0,1,1,0,0,25.7798076,-100.2776262,0,casa
68000,388,415,3,2,2,10,0,1,1,0,0,25.5903779,-100.2431198,0,casa
22000,135,151,3,1,4,3,0,0,0,0,0,20.0964399,-98.7871066,0,casa
22500,129,183,3,1,2,0,1,1,0,0,1,20.5984,-100.3095153,0,casa
17000,125,150,2,1,2,15,0,0,0,0,0,20.57670491,-103.4368389,0,casa
35000,407,280,3,1,2,0,1,1,0,0,1,21.0407952,-89.5963066,0,casa
210000,616,616,4,1,4,9,0,0,1,0,1,19.4192875,-99.29159848,0,casa
32000,400,200,2,1,2,8,0,1,0,1,0,17.0802874,-96.7154799,0,casa
10000,70,110,1,1,1,15,0,1,0,0,0,19.0289286,-98.25998885,0,casa
28000,306,200,2,0,4,5,0,0,1,0,0,25.6485,-100.2877,0,casa
21100,200,180,2,1,2,0,1,1,1,0,0,25.43961651,-100.923876,0,casa
28500,270,222,3,1,2,8,0,1,0,0,0,25.72580483,-100.2293863,0,casa
59000,200,200,2,1,3,3,1,1,1,0,1,19.27045142,-99.56825683,0,casa
12900,105,140,2,1,2,5,0,1,1,0,0,25.7699551,-100.431877,0,casa
200000,1300,1000,3,2,6,10,1,0,1,0,0,19.41748531,-99.2343028,0,casa
40000,210,350,4,1,2,3,0,1,1,0,0,20.8953008,-100.7533328,0,casa
25500,160,160,3,0,2,4,1,1,0,0,0,20.9022216,-86.8760544,0,casa
80000,393,394,4,1,2,0,1,1,0,0,0,21.0560399,-86.8563631,0,casa
250000,1668,1301,5,1,11,40,0,1,0,0,1,19.4222188,-99.2231986,0,casa
302000,620,1100,5,2,4,6,0,0,0,0,1,19.4134077,-99.2940107,0,casa
90000,2220,695,4,1,0,20,0,1,1,0,1,20.65446832,-100.4366354,0,casa
30500,248,194,2,1,2,0,1,1,0,0,0,20.4916184,-100.3790498,0,casa
55000,190,320,1,1,2,66,0,1,1,0,0,19.38868215,-99.13483676,0,casa
75000,307,677,3,1,2,30,0,0,1,0,0,19.4266376,-99.23181,0,casa
90000,750,650,4,2,6,15,1,1,0,0,1,21.10792824,-86.84010823,0,casa
37499,180,210,4,1,2,3,0,1,0,0,0,20.60249894,-100.3587257,0,casa
35000,160,160,4,0,2,0,1,1,0,0,0,21.13322274,-86.84512657,0,casa
35000,330,375,3,1,2,10,0,1,0,0,1,22.44041194,-101.1561958,0,casa
26000,160,180,2,1,2,15,0,1,1,0,0,21.13322274,-86.84512657,0,casa
52000,210,310,5,2,2,1,0,1,0,0,1,20.60241203,-100.4035754,0,casa
40000,650,217,2,1,2,20,0,1,1,0,0,20.66058078,-100.443581,0,casa
19800,128,112,1,0,0,30,0,0,0,0,0,32.4912683,-116.9892618,0,casa
11000,110,140,2,1,2,15,0,1,0,0,0,21.1129574,-101.7101759,0,casa
18000,255,198,3,1,2,1,0,1,0,0,1,21.0303328,-89.6408083,0,casa
13300,140,160,2,1,2,20,0,1,0,0,1,21.16173316,-101.6861434,0,casa
50250,359,336,4,2,3,50,0,0,0,0,0,19.42510691,-99.24515154,0,casa
39900,300,300,2,1,2,0,1,0,0,0,0,21.1039398,-86.8723501,0,casa
115000,450,400,6,0,3,20,1,1,1,0,0,21.055082,-86.781662,0,casa
31500,180,210,4,0,2,7,0,1,1,0,0,20.60249894,-100.3587257,0,casa
120000,386,360,4,1,2,30,0,1,0,0,1,20.687799,-103.4199418,0,casa
35157,200,236,2,1,2,10,0,1,0,0,1,21.0406984,-86.881759,0,casa
17000,269,269,3,0,3,15,0,0,0,0,0,20.5996423,-100.3290872,0,casa
12500,90,84,1,1,2,4,1,1,1,0,0,20.56593083,-100.3168706,0,casa
23900,229,214,3,0,2,0,0,1,0,0,0,20.9670759,-89.6237402,0,casa
32000,350,280,3,1,5,10,0,1,0,0,0,20.62035585,-100.3838372,0,casa
80000,1750,550,3,3,8,0,0,1,0,0,1,19.5623529,-99.304969,0,casa
10000,225,80,1,0,2,0,0,0,0,0,0,21.001918,-89.683224,0,casa
35000,1000,250,4,0,10,1,1,1,1,0,0,21.29323499,-89.60738603,0,casa
40000,200,250,2,1,2,0,0,0,0,0,0,20.8957354,-100.7530659,0,casa
45000,280,151,5,1,2,0,0,1,0,0,0,25.6774761,-100.3968918,0,casa
25000,173,217,7,2,2,9,0,1,0,0,0,20.59544905,-100.3503224,0,casa
21500,120,150,2,1,2,5,1,1,0,0,1,21.0407952,-89.5963066,0,casa
96000,792,694,4,2,6,0,0,1,0,0,0,20.70916508,-100.4497035,0,casa
40500,180,300,4,0,2,8,1,1,0,0,0,21.13322274,-86.84512657,0,casa
70000,218,218,3,0,1,0,1,1,1,0,0,20.9709543,-89.6231736,0,casa
40000,300,340,3,1,2,5,1,0,0,0,0,20.74758847,-103.4305321,0,casa
26000,170,242,3,1,3,2,0,1,1,0,1,21.0611647,-101.5955621,0,casa
100000,430,460,5,1,4,0,1,1,0,0,0,20.721822,-103.372364,0,casa
48000,140,140,2,1,1,0,1,0,0,0,1,21.1155698,-86.7671011,0,casa
90000,900,310,2,1,0,0,0,1,1,0,0,32.26238504,-116.9914855,0,casa
18700,142,192,2,1,2,2,0,1,0,0,0,21.1003058,-101.5827975,0,casa
333000,860,980,3,1,3,5,1,0,0,0,1,21.16260603,-86.86803596,0,casa
51600,255,308,4,0,2,0,1,1,0,0,1,21.11154208,-86.84518982,0,casa
29000,300,220,3,0,2,0,1,1,0,0,0,21.04405058,-89.55829649,0,casa
17990,119,145,2,1,2,10,1,1,0,0,0,20.5763614,-103.4453951,0,casa
18500,187,187,2,1,2,0,0,1,0,0,0,20.9981864,-89.72721599,0,casa
50000,220,180,2,1,2,0,0,1,0,0,0,25.6465493,-100.3815155,0,casa
58100,300,392,4,0,4,3,0,1,0,0,0,20.60241203,-100.4035754,0,casa
25000,100,180,3,1,2,3,1,1,1,0,0,21.0650763,-89.5966033,0,casa
58000,642,368,3,1,4,15,0,1,0,0,1,20.54512516,-100.4270666,0,casa
75000,1500,550,6,0,6,10,1,1,1,0,0,19.17885611,-100.1705025,0,casa
90000,1239,773,4,4,10,15,1,1,1,0,1,20.66058322,-100.440428,0,casa
19500,182,155,2,1,2,0,1,1,0,0,0,20.9946343,-89.5911172,0,casa
90000,900,310,2,1,0,0,0,1,1,0,0,32.26238504,-116.9914855,0,casa
15000,122,140,2,1,2,5,1,1,0,0,0,20.704855,-100.4561227,0,casa
23000,299,262,3,1,2,25,0,1,0,0,1,19.06460268,-98.25844131,0,casa
29600,335,349,4,1,2,6,0,1,0,0,1,20.73004835,-100.4663154,0,casa
65000,295,295,3,1,2,8,0,1,1,0,1,18.6410739,-91.7816156,0,casa
35000,268,268,4,0,2,0,0,1,0,0,0,25.4894704,-100.9616484,0,casa
15000,122,122,2,1,2,8,1,1,0,0,0,20.56658,-103.48163,0,casa
11000,45,45,1,0,1,1,1,0,1,1,0,18.9948213,-98.2780535,0,casa
55000,216,216,4,0,2,0,1,1,0,1,1,20.9966303,-89.57675917,0,casa
38000,140,277,5,2,2,0,1,1,1,0,1,20.6136483,-100.3686055,0,casa
166000,1308,561,3,1,9,36,0,1,0,0,0,19.3311027,-99.2689425,0,casa
25001,258,258,2,0,0,0,1,1,0,0,1,20.96574787,-89.62607843,0,casa
102500,330,400,3,1,4,0,0,1,0,0,1,19.3566032,-99.1631514,0,casa
16500,100,160,3,1,2,0,1,1,0,0,0,21.0530762,-89.6328203,0,casa
69000,560,360,2,1,3,36,0,1,0,0,1,19.3466654,-99.2983804,0,casa
58000,400,400,3,1,3,20,0,1,0,0,0,20.70367036,-103.3778071,0,casa
13000,102,93,2,1,2,3,1,1,0,0,0,20.65172756,-100.3143009,0,casa
16000,120,100,2,0,2,20,0,0,0,0,0,32.53766771,-116.9346314,0,casa
152250,477,561,4,1,6,9,1,1,1,0,1,19.51625943,-96.92177594,0,casa
33000,220,220,2,1,2,0,1,0,1,0,1,21.0964013,-86.8716687,0,casa
83500,553,600,5,0,6,20,0,1,0,0,1,20.69903701,-103.4037127,0,casa
50000,220,389,2,1,2,35,0,1,0,0,1,19.4370797,-99.22815456,0,casa
88000,443,1326,5,1,5,10,0,0,0,0,0,20.6138818,-100.3504652,0,casa
15000,102,119,3,0,2,2,1,0,0,0,0,20.63774338,-100.2429723,0,casa
19500,219,176,3,0,2,11,1,0,0,0,0,20.59268389,-100.3257342,0,casa
40000,160,221,3,1,2,0,1,1,0,0,0,20.57,-103.453056,0,casa
17000,152,96,2,1,2,1,1,1,0,0,0,21.03953049,-89.59505917,0,casa
15500,120,115,2,1,2,9,1,1,0,0,0,20.63804056,-100.3405706,0,casa
17000,500,200,2,0,2,15,1,1,1,0,0,21.26926291,-89.74197199,0,casa
45000,361,345,4,1,4,0,0,0,0,0,0,20.5897471,-100.3838365,0,casa
75000,517,480,4,1,2,8,1,1,1,0,1,21.0332635,-89.5885063,0,casa
12500,160,160,1,0,2,0,0,0,0,0,0,21.0801144,-89.6623209,0,casa
48000,149,221,3,0,2,10,0,1,0,0,1,20.67884,-103.36911,0,casa
17000,250,180,2,1,3,10,0,1,1,0,0,21.29323499,-89.60738603,0,casa
23000,200,210,3,0,2,0,0,0,0,0,0,25.4787,-100.9761,0,casa
22500,150,220,4,1,2,2,1,1,0,0,1,20.5984,-100.3095153,0,casa
21000,503,182,2,1,4,1,1,1,0,0,0,21.06454694,-89.59688667,0,casa
30000,312,302,2,0,4,15,0,0,0,0,1,22.14192808,-101.0310421,0,casa
13000,110,108,2,1,2,9,1,1,0,0,0,20.59801,-100.37285,0,casa
32500,156,293,3,1,3,50,0,1,0,0,1,19.2601775,-99.118016,0,casa
39500,334,360,7,1,2,1,0,0,0,0,0,20.9195,-100.749,0,casa
35000,370,500,5,1,2,8,0,1,0,0,1,21.0406984,-86.881759,0,casa
75000,550,550,3,1,4,0,0,1,0,0,1,19.41112229,-99.24701514,0,casa
24000,180,236,2,2,2,4,1,1,0,0,0,20.63832,-100.3478034,0,casa
28800,100,180,3,0,2,7,0,0,0,0,0,32.495933,-116.9754716,0,casa
160000,1000,750,3,2,6,16,0,0,0,0,0,25.66075661,-100.3685612,0,casa
15000,130,120,2,0,0,0,0,1,1,0,0,20.646142,-100.4410318,0,casa
26000,110,209,4,0,0,0,1,1,0,0,1,21.09419153,-86.86816599,0,casa
23500,274,254,5,0,3,13,0,1,0,0,1,20.73465249,-100.4661947,0,casa
45000,976,463,5,1,2,0,1,1,0,0,1,21.11996,-89.68047806,0,casa
23860,119,168,2,1,2,7,1,1,1,0,0,20.67820724,-100.3241697,0,casa
30000,168,272,4,1,2,3,1,0,0,0,1,20.63634944,-100.339535,0,casa
16000,396,95,1,0,1,3,1,1,1,0,0,21.04617,-89.65581,0,casa
25000,200,250,2,1,2,15,1,1,0,0,1,20.60944,-100.45833,0,casa
36500,290,350,3,1,2,0,1,1,0,0,0,19.0572644,-96.066626,0,casa
104500,325,456,4,1,6,18,1,1,0,0,1,20.719972,-103.4408215,0,casa
30000,320,315,4,0,4,7,0,1,0,0,1,21.0367435,-89.6036294,0,casa
9800,89,50,1,0,2,20,0,0,0,0,0,32.4356354,-117.0313297,0,casa
37000,265,240,3,2,2,3,1,1,0,0,1,20.63634944,-100.339535,0,casa
15500,110,115,2,1,2,10,1,1,1,0,0,20.64807272,-100.357873,0,casa
125000,635,498,5,0,4,16,0,1,0,0,0,20.58534269,-103.4676883,0,casa
12650,140,220,2,1,2,5,0,1,0,0,0,21.1334633,-101.7217523,0,casa
40001,226,270,3,1,3,1,0,1,0,0,1,20.6126843,-100.3486934,0,casa
23000,200,240,3,1,2,0,1,0,0,0,0,21.06273142,-89.62363002,0,casa
45000,192,192,2,0,1,0,1,0,1,0,0,21.1860223,-86.8645107,0,casa
30000,392,303,4,1,0,4,1,1,0,0,1,21.0752256,-89.5434889,0,casa
11000,100,123,2,0,2,15,0,1,0,0,0,21.1753,-86.8407,0,casa
39900,240,248,4,0,2,0,0,1,0,0,0,20.6024515,-100.3832933,0,casa
95000,380,450,4,1,3,15,0,1,1,0,1,21.1860223,-86.8645107,0,casa
17500,100,140,3,1,0,5,0,1,0,0,0,20.8935721,-100.7237824,0,casa
45282,203,203,3,1,2,10,0,1,0,0,0,21.0560399,-86.8563631,0,casa
300000,1333,1000,6,5,15,42,0,0,0,0,0,19.3085588,-99.2078566,0,casa
75000,350,344,5,1,3,0,1,1,0,0,1,21.0406984,-86.881759,0,casa
24000,250,350,4,1,3,20,0,1,0,0,0,20.5419793,-103.4686726,0,casa
25000,600,280,3,1,4,0,1,1,0,0,0,21.0519204,-89.6787942,0,casa
19800,200,110,3,0,2,15,0,0,0,0,0,32.51926097,-116.9168985,0,casa
18900,161,165,2,1,2,15,1,1,0,0,0,20.63804056,-100.3405706,0,casa
17500,304,304,3,1,3,0,1,0,0,0,0,21.04405058,-89.55829649,0,casa
53200,426,312,4,1,3,5,0,1,0,0,1,20.6763437,-100.4522191,0,casa
44000,180,440,3,4,4,0,0,0,0,0,0,25.60685826,-100.2689066,0,casa
35000,170,150,2,0,2,6,1,1,1,0,0,21.13130288,-101.6163795,0,casa
98000,162,330,4,1,4,0,1,1,1,0,1,21.1625505,-86.8200731,0,casa
48001,361,345,3,1,2,0,0,1,0,0,1,20.65404944,-100.366505,0,casa
22500,547,200,1,1,3,0,1,1,0,0,1,20.3857216,-100.0064601,0,casa
45000,180,360,5,1,2,5,0,1,0,0,1,21.13322274,-86.84512657,0,casa
75000,290,280,2,1,4,26,0,1,0,0,1,19.35805238,-99.20484046,0,casa
150000,215,426,4,1,2,50,0,1,0,0,1,19.4343213,-99.2003741,0,casa
24600,200,200,3,1,2,10,0,0,0,0,0,25.47849687,-100.9317957,0,casa
23000,324,268,3,1,4,8,1,1,0,0,1,20.52418448,-100.7757622,0,casa
36200,230,250,4,1,2,2,0,1,0,0,0,25.4727409,-100.9336351,0,casa
22000,240,200,2,1,2,10,0,1,0,0,1,25.4488229,-100.9594796,0,casa
8000,106,84,2,1,2,10,0,1,0,0,0,19.10794345,-98.2769431,0,casa
98740,1542,900,6,2,5,9,1,1,0,0,1,20.53855946,-100.4671545,0,casa
45000,415,415,3,1,2,22,1,1,0,0,1,25.46606119,-100.9510823,0,casa
10900,90,90,2,0,2,15,0,0,0,0,0,20.7734278,-103.4339758,0,casa
18000,200,180,2,1,2,15,0,1,0,0,0,28.60972,-106.11278,0,casa
25000,280,260,3,1,2,8,0,1,1,0,0,25.46663273,-100.9725317,0,casa
18500,200,237,3,1,2,1,0,0,0,0,0,21.16711074,-101.6815344,0,casa
95000,2570,890,4,0,4,20,1,1,1,0,1,18.9409262,-99.2542861,0,casa
95000,2570,890,4,0,4,20,1,1,1,0,1,18.94213644,-99.25604109,0,casa
85000,2570,890,4,0,4,20,1,1,1,0,1,18.94213644,-99.25604109,0,casa
95000,2570,890,4,0,4,20,1,1,1,0,1,18.94213644,-99.25604109,0,casa
7500,80,80,3,0,0,0,0,0,0,0,0,20.9839649,-101.4830397,0,casa
7500,80,80,3,0,0,0,0,0,0,0,0,20.94661886,-101.4278892,0,casa
6500,80,80,2,0,0,0,0,0,0,0,0,20.94661886,-101.4278892,0,casa
7500,80,80,3,0,0,0,0,0,0,0,0,20.95251752,-101.425462,0,casa
95000,2570,890,4,0,4,20,1,1,1,0,1,18.93646161,-99.25124227,0,casa
14000,120,210,3,0,2,6,0,0,0,0,0,18.00813153,-92.99968114,0,casa
20200,180,300,3,1,2,10,0,1,1,0,1,14.90349912,-92.24792778,0,casa
15000,180,250,4,1,2,15,0,0,0,0,0,17.10217522,-96.75346066,0,casa
20000,200,219,3,1,2,1,0,0,0,0,0,21.16711074,-101.6815344,0,casa
48000,698,397,5,1,0,1,0,1,0,0,1,21.16711074,-101.6815344,0,casa
8550,110,140,2,0,2,8,1,0,0,0,0,18.02330222,-92.96729418,0,casa
13300,158,132,2,1,2,6,0,0,0,0,0,19.07248558,-98.28778673,0,casa
30600,0,57,1,0,1,0,1,0,0,1,0,19.3549109,-99.2788145,1,departamento
23500,0,37,1,0,1,0,1,0,0,1,0,19.3549109,-99.2788145,1,departamento
27000,0,61,1,0,1,0,1,0,0,1,0,19.3549109,-99.2788145,1,departamento
28500,0,80,1,0,1,0,1,0,0,1,0,19.3549109,-99.2788145,1,departamento
26500,0,73,1,0,1,0,1,0,0,1,0,19.3549109,-99.2788145,1,departamento
26500,0,60,1,0,1,0,1,0,0,1,0,19.3549109,-99.2788145,1,departamento
45000,0,120,2,0,2,6,1,1,1,1,0,21.1603907,-86.8086874,1,departamento
68300,0,112,2,0,1,0,0,0,0,1,0,19.43572911,-99.2080779,1,departamento
67300,0,100,2,0,1,0,0,0,0,1,0,19.43572911,-99.2080779,1,departamento
71300,0,114,2,1,1,0,0,0,0,1,0,19.43572911,-99.2080779,1,departamento
70300,0,118,2,0,1,0,0,0,0,1,0,19.43572911,-99.2080779,1,departamento
38820,0,67,1,1,1,0,1,0,0,1,0,25.653166,-200.27621,1,departamento
38850,0,67,1,1,1,0,1,0,0,1,0,25.653166,-200.27621,1,departamento
